Rupert Brooke,Lascelles Abercrombie,Hilaire Belloc,Sir Winston Churchill,Frances Cornford,Norman Douglas,John Drinkwater,E. M. Forster,Dame Rose Macaulay,Katherine Mansfield,Sir Henry John Newbolt,Edward Thomas,H. G. Wells,Virginia Woolf,,,,,,,,,,,
John Drinkwater,Lascelles Abercrombie,Rupert Brooke,,,,,,,,,,,,,,,,,,,,,,
Lionel Johnson,Laurence Binyon,Ernest Dowson,Walter Pater,Arthur Symons,Oscar Wilde,William Butler Yeats,,,,,,,,,,,,,,,,,,
John Masefield,Laurence Binyon,Robert Bridges,William Henry Davies,Robert Graves,John Millington Synge,William Butler Yeats,,,,,,,,,,,,,,,,,,
Edward Dowden,Laurence Binyon,Robert Southey,,,,,,,,,,,,,,,,,,,,,,
Walter Pater,Laurence Binyon,Sir Edmund Gosse,Gerard Manley Hopkins,Lionel Johnson,John Keble,Katherine Mansfield,Arthur Symons,Mrs. Humphry Ward,Oscar Wilde,,,,,,,,,,,,,,,
Christina Rossetti,Lewis Carroll,Ford Madox Ford,Jean Ingelow,Dante Gabriel Rossetti,,,,,,,,,,,,,,,,,,,,
Algernon Charles Swinburne,Lewis Carroll,John Davidson,George Meredith,William Morris,Arthur O'Shaughnessy,Dante Gabriel Rossetti,Mark Rutherford,Theodore Watts-Dunton,,,,,,,,,,,,,,,,
Hugh MacDiarmid,Lewis Grassic Gibbon,William Soutar,,,,,,,,,,,,,,,,,,,,,,
Sir William Empson,Louis MacNeice,George Orwell,I. A. Richards,,,,,,,,,,,,,,,,,,,,,
Olivia Manning,Louis MacNeice,Stevie Smith,,,,,,,,,,,,,,,,,,,,,,
William Makepeace Thackeray,Marguerite Gardiner (Countess of Blessington),Charlotte Brontë,Thomas Carlyle,Edward FitzGerald,Douglas William Jerrold,George Henry Lewes,George Macdonald,Harriet Martineau,Anthony Trollope,,,,,,,,,,,,,,,
Edward George Earle Bulwer-Lytton (1st Baron Lytton of Knebworth),Marguerite Gardiner (Countess of Blessington),Wilkie Collins,Letitia Elizabeth Landon,Sheridan Le Fanu,Harriet Martineau,Charles Reade,,,,,,,,,,,,,,,,,,
George Meredith,Marie Corelli,George Gissing,Thomas Hardy,Alice Meynell,Thomas Love Peacock,Algernon Charles Swinburne,,,,,,,,,,,,,,,,,,
James Beattie,Mark Akenside,David Garrick,Thomas Gray,Samuel Johnson,John Keats,Hester Lynch Piozzi,James Thomson,,,,,,,,,,,,,,,,,
Tobias Smollett,Mark Akenside,John Cleland,Henry Fielding,David Garrick,Oliver Goldsmith,Samuel Johnson,Laurence Sterne,,,,,,,,,,,,,,,,,
Edward Robert Bulwer-Lytton (1st Earl of Lytton),Mary Elizabeth Braddon,Arthur O'Shaughnessy,,,,,,,,,,,,,,,,,,,,,,
Mrs. Humphry Ward,Matthew Arnold,Aldous Huxley,Dame Rose Macaulay,Walter Pater,Mrs. Humphry Ward,,,,,,,,,,,,,,,,,,,
Emily Brontë,Matthew Arnold,Anne Brontë,Charlotte Brontë,,,,,,,,,,,,,,,,,,,,,
Dame Rose Macaulay,Matthew Arnold,Elizabeth Bowen,Rupert Brooke,E. M. Forster,Rosamond Nina Lehmann,Mrs. Humphry Ward,Virginia Woolf,,,,,,,,,,,,,,,,,
Arthur Hugh Clough,Matthew Arnold,Francis Turner Palgrave,,,,,,,,,,,,,,,,,,,,,,
William Wordsworth,Matthew Arnold,Joanna Baillie,Thomas Carlyle,Hartley Coleridge,Samuel Taylor Coleridge,Sara Coleridge,George Crabbe,Thomas De Quincey,William Hazlitt,Felicia Dorothea Hemans,James Hogg,Thomas Hood,Leigh Hunt,Charles Lamb,Harriet Martineau,Sir Walter Scott (1st Baronet),Charlotte Smith,Robert Southey,,,,,,
Susan Edmonstone Ferrier,Matthew Gregory Lewis,Henry Mackenzie,Sir Walter Scott (1st Baronet),,,,,,,,,,,,,,,,,,,,,
Compton Mackenzie,Norman Douglas,,,,,,,,,,,,,,,,,,,,,,,
Bryher (Annie Winifred Ellerman),Norman Douglas,James Joyce,Dorothy M. Richardson,,,,,,,,,,,,,,,,,,,,,
Graham Greene,Norman Douglas,Mervyn Peake,J. B. Priestley,,,,,,,,,,,,,,,,,,,,,
George Mackay Brown,Norman MacCaig,Edwin Muir,,,,,,,,,,,,,,,,,,,,,,
AE (George William Russell),Oliver St. John Gogarty,James Joyce,Frank O'Connor,James Stephens,William Butler Yeats,,,,,,,,,,,,,,,,,,,
Stevie Smith,Olivia Manning,Sir Osbert Sitwell (5th Baronet),,,,,,,,,,,,,,,,,,,,,,
John Braine,Paul Scott,,,,,,,,,,,,,,,,,,,,,,,
Barbara Mary Crampton Pym,Philip Larkin,,,,,,,,,,,,,,,,,,,,,,,
Samuel Beckett,Richard Aldington,Brendan Behan,James Joyce,,,,,,,,,,,,,,,,,,,,,
D. H. Lawrence,Richard Aldington,Ford Madox Ford,Katherine Mansfield,,,,,,,,,,,,,,,,,,,,,
Lawrence Durrell,Richard Aldington,T. S. Eliot,Rex Ernest Warner,,,,,,,,,,,,,,,,,,,,,
T. S. Eliot,Richard Aldington,W.H. Auden,George Barker,Arnold Bennett,Sir John Betjeman,Edmund Charles Blunden,C. Day-Lewis,Walter de la Mare,Keith Castellain Douglas,Ernest Dowson,Lawrence Durrell,T. S. Eliot,Aldous Huxley,David Jones,Wyndham Lewis,Louis MacNeice,Katherine Mansfield,Dame Iris Murdoch,Sir Herbert Read,Dame Edith Sitwell,Sir Stephen Spender,Evelyn Underhill,,
C. S. Forester,Roald Dahl,Sir Hugh Seymour Walpole,,,,,,,,,,,,,,,,,,,,,,
James Montgomery,Robert Bloomfield,,,,,,,,,,,,,,,,,,,,,,,
Robert Southey,Robert Bloomfield,Charlotte Brontë,Thomas Carlyle,Hartley Coleridge,Samuel Taylor Coleridge,Sara Coleridge,John Wilson Croker,Thomas De Quincey,Edward Dowden,Charles Lamb,Matthew Gregory Lewis,Sir Walter Scott (1st Baronet),Percy Bysshe Shelley,William Wordsworth,,,,,,,,,,
John Clare,Robert Bloomfield,George Darley,Thomas De Quincey,William Hazlitt,Thomas Hood,John Keats,Charles Lamb,,,,,,,,,,,,,,,,,
George Crabbe,Robert Bloomfield,Thomas Campbell,Samuel Johnson,Thomas Moore,Sir Walter Scott (1st Baronet),William Wordsworth,,,,,,,,,,,,,,,,,,
Sir Henry John Newbolt,Robert Bridges,Rupert Brooke,Joseph Conrad,Walter de la Mare,Sir Arthur Thomas Quiller-Couch,Edward Thomas,H. G. Wells,,,,,,,,,,,,,,,,,
Fanny Kemble,Robert Browning,Edward FitzGerald,,,,,,,,,,,,,,,,,,,,,,
Robert Williams Buchanan,Robert Browning,George Eliot,,,,,,,,,,,,,,,,,,,,,,
Thomas Hood,Robert Browning,John Clare,Samuel Taylor Coleridge,Allan Cunningham,Thomas De Quincey,Charles Dickens,Charles Lamb,Sir Walter Scott (1st Baronet),William Wordsworth,,,,,,,,,,,,,,,
Elizabeth Barrett Browning,Robert Browning,Sara Coleridge,Leigh Hunt,Harriet Martineau,Mary Russell Mitford,Coventry Kersey Dighton Patmore,,,,,,,,,,,,,,,,,,
Dante Gabriel Rossetti,Robert Browning,Sir Hall Caine,Lewis Carroll,Ford Madox Ford,Leigh Hunt,Alice Meynell,William Morris,Arthur O'Shaughnessy,Christina Rossetti,Mark Rutherford,Algernon Charles Swinburne,Theodore Watts-Dunton,,,,,,,,,,,,
Mark Rutherford,Robert Browning,Thomas Carlyle,George Eliot,William Morris,Dante Gabriel Rossetti,Algernon Charles Swinburne,,,,,,,,,,,,,,,,,,
Robert Fergusson,Robert Burns,,,,,,,,,,,,,,,,,,,,,,,
John Home,Robert Burns,William Collins,Henry Mackenzie,James Macpherson,,,,,,,,,,,,,,,,,,,,
Robert Burns,Robert Fergusson,John Home,Henry Mackenzie,,,,,,,,,,,,,,,,,,,,,
Alun Lewis,Robert Graves,,,,,,,,,,,,,,,,,,,,,,,
Sir Kingsley Amis,Robert Graves,Philip Larkin,John Barrington Wain,,,,,,,,,,,,,,,,,,,,,
George Eliot,Robert Williams Buchanan,George Henry Lewes,Alice Meynell,Mark Rutherford,Anthony Trollope,,,,,,,,,,,,,,,,,,,
Norman Douglas,Rupert Brooke,Bryher (Annie Winifred Ellerman),Ford Madox Ford,Graham Greene,Compton Mackenzie,,,,,,,,,,,,,,,,,,,
Hilaire Belloc,Rupert Brooke,G. K. Chesterton,Edward Thomas,H. G. Wells,,,,,,,,,,,,,,,,,,,,
Lascelles Abercrombie,Rupert Brooke,John Drinkwater,,,,,,,,,,,,,,,,,,,,,,
Katherine Mansfield,Rupert Brooke,T. S. Eliot,Aldous Huxley,D. H. Lawrence,Wyndham Lewis,Walter Pater,Oscar Wilde,Virginia Woolf,,,,,,,,,,,,,,,,
E. M. Forster,Rupert Brooke,Thomas Hardy,Rosamond Nina Lehmann,Dame Rose Macaulay,Forrest Reid,Siegfried Sassoon,Virginia Woolf,,,,,,,,,,,,,,,,,
Frances Cornford,Rupert Brooke,Virginia Woolf,,,,,,,,,,,,,,,,,,,,,,
Richard Aldington,Samuel Beckett,Lawrence Durrell,T. S. Eliot,D. H. Lawrence,,,,,,,,,,,,,,,,,,,,
Brendan Behan,Samuel Beckett,Sean O'Faolain,,,,,,,,,,,,,,,,,,,,,,
Richard Cumberland,Samuel Foote,David Garrick,,,,,,,,,,,,,,,,,,,,,,
John Cleland,Samuel Foote,David Garrick,Tobias Smollett,,,,,,,,,,,,,,,,,,,,,
Laurence Sterne,Samuel Foote,David Garrick,Tobias Smollett,,,,,,,,,,,,,,,,,,,,,
Thomas Lovell Beddoes,Samuel Taylor Coleridge,George Darley,Maria Edgeworth,Sir Edmund Gosse,,,,,,,,,,,,,,,,,,,,
Baron Thomas Babington Macaulay,Sara Coleridge,Arthur Henry Hallam,Thomas Moore,,,,,,,,,,,,,,,,,,,,,
Henry Fielding,Sarah Fielding,Charlotte Lennox,Tobias Smollett,Joseph Warton,,,,,,,,,,,,,,,,,,,,
Thomas Osborne Davis,Sheridan Le Fanu,,,,,,,,,,,,,,,,,,,,,,,
J. M. Barrie,Sir Arthur Conan Doyle,Angela Margaret Thirkell,,,,,,,,,,,,,,,,,,,,,,
Andrew Lang,Sir Arthur Conan Doyle,Rudyard Kipling,Robert Louis Stevenson,,,,,,,,,,,,,,,,,,,,,
Rudyard Kipling,Sir Arthur Conan Doyle,William Ernest Henley,Andrew Lang,,,,,,,,,,,,,,,,,,,,,
Charles Montagu Doughty,Sir Edmund Gosse,,,,,,,,,,,,,,,,,,,,,,,
George Moore,Sir Edmund Gosse,Augusta (Lady Gregory),James Joyce,Edward Martyn,I. A. Richards,James Stephens,William Butler Yeats,,,,,,,,,,,,,,,,,
William Archer,Sir Edmund Gosse,James Joyce,George Bernard Shaw,,,,,,,,,,,,,,,,,,,,,
Robert Louis Stevenson,Sir Edmund Gosse,William Ernest Henley,Anthony Hope,Andrew Lang,,,,,,,,,,,,,,,,,,,,
Henry Kingsley,Sir Edwin Arnold,Lewis Carroll,Charles Kingsley,,,,,,,,,,,,,,,,,,,,,
Bram Stoker,Sir Hall Caine,,,,,,,,,,,,,,,,,,,,,,,
Sir Arthur Thomas Quiller-Couch,Sir Henry John Newbolt,,,,,,,,,,,,,,,,,,,,,,,
Saki (Hector Hugh Munro),Sir Hugh Seymour Walpole,,,,,,,,,,,,,,,,,,,,,,,
W.H. Auden,Sir John Betjeman,C. Day-Lewis,T. S. Eliot,David Jones,John Lehmann,Rosamond Nina Lehmann,Louis MacNeice,Dame Edith Sitwell,Sir Osbert Sitwell (5th Baronet),Sir Stephen Spender,Rex Ernest Warner,,,,,,,,,,,,,
C. S. Lewis,Sir John Betjeman,J. R. R. Tolkien,John Barrington Wain,,,,,,,,,,,,,,,,,,,,,
Robert Graves,Sir Kingsley Amis,Aldous Huxley,Alun Lewis,John Masefield,Siegfried Sassoon,Dame Edith Sitwell,Virginia Woolf,,,,,,,,,,,,,,,,,
Philip Larkin,Sir Kingsley Amis,Barbara Mary Crampton Pym,John Barrington Wain,Vernon Phillips Watkins,,,,,,,,,,,,,,,,,,,,
John Barrington Wain,Sir Kingsley Amis,Philip Larkin,C. S. Lewis,J. R. R. Tolkien,,,,,,,,,,,,,,,,,,,,
G. K. Chesterton,Sir Max Beerbohm,Hilaire Belloc,E. C. Bentley,Dame Agatha Christie,A. E. Housman,Mary Gladys Webb,,,,,,,,,,,,,,,,,,
Arnold Bennett,Sir Max Beerbohm,John Buchan (1st Baron Tweedsmuir),T. S. Eliot,Aldous Huxley,Wyndham Lewis,Dame Edith Sitwell,Sir Osbert Sitwell (5th Baronet),Sir Hugh Seymour Walpole,H. G. Wells,,,,,,,,,,,,,,,
Siegfried Sassoon,Sir Max Beerbohm,Laurence Binyon,Edmund Charles Blunden,E. M. Forster,Sir Edmund Gosse,Robert Graves,Thomas Hardy,Dame Edith Sitwell,H. G. Wells,,,,,,,,,,,,,,,
Oscar Wilde,Sir Max Beerbohm,Wilfrid Scawen Blunt,Mary Elizabeth Braddon,Marie Corelli,Ernest Dowson,William Ernest Henley,Lionel Johnson,Katherine Mansfield,Alice Meynell,Walter Pater,William Butler Yeats,,,,,,,,,,,,,
Eric Ambler,Sir Noël Coward,,,,,,,,,,,,,,,,,,,,,,,
Sir Terence Rattigan,Sir Noël Coward,Emlyn Williams,,,,,,,,,,,,,,,,,,,,,,
Roald Dahl,Sir Noël Coward,Ian Fleming,C. S. Forester,,,,,,,,,,,,,,,,,,,,,
Ian Fleming,Sir Noël Coward,Roald Dahl,W. Somerset Maugham,Nancy Mitford,Vita Sackville-West,Dame Edith Sitwell,,,,,,,,,,,,,,,,,,
Dame Rebecca West,Sir Noël Coward,Wyndham Lewis,Dorothy M. Richardson,H. G. Wells,,,,,,,,,,,,,,,,,,,,
Sylvia Townsend Warner,Sir Stephen Spender,,,,,,,,,,,,,,,,,,,,,,,
Emlyn Williams,Sir Terence Rattigan,,,,,,,,,,,,,,,,,,,,,,,
Wilkie Collins,Sir Walter Besant,Charles Dickens,George Henry Lewes,Edward George Earle Bulwer-Lytton (1st Baron Lytton of Knebworth),,,,,,,,,,,,,,,,,,,,
Jane Austen,Sir Walter Scott (1st Baronet),,,,,,,,,,,,,,,,,,,,,,,
Thomas Pringle,Sir Walter Scott (1st Baronet),,,,,,,,,,,,,,,,,,,,,,,
Lady Anne Barnard,Sir Walter Scott (1st Baronet),Richard Brinsley Butler Sheridan,,,,,,,,,,,,,,,,,,,,,,
John Wilson Croker,Sir Walter Scott (1st Baronet),Robert Southey,,,,,,,,,,,,,,,,,,,,,,
George Orwell,Sir William Empson,Arthur Koestler,John Lehmann,,,,,,,,,,,,,,,,,,,,,
I. A. Richards,Sir William Empson,George Moore,,,,,,,,,,,,,,,,,,,,,,
Wilfrid Scawen Blunt,Sir Winston Churchill,Augusta (Lady Gregory),Oscar Wilde,,,,,,,,,,,,,,,,,,,,,
J. B. Priestley,Sir Winston Churchill,Graham Greene,Dame Iris Murdoch,Sir Hugh Seymour Walpole,,,,,,,,,,,,,,,,,,,,
Isaac Rosenberg,T. E. Hulme,,,,,,,,,,,,,,,,,,,,,,,
George Barker,T. S. Eliot,Edwin Muir,,,,,,,,,,,,,,,,,,,,,,
Dame Iris Murdoch,T. S. Eliot,J. B. Priestley,,,,,,,,,,,,,,,,,,,,,,
Ernest Dowson,T. S. Eliot,Lionel Johnson,Arthur Symons,Oscar Wilde,William Butler Yeats,,,,,,,,,,,,,,,,,,,
Sir Herbert Read,T. S. Eliot,Sir Osbert Sitwell (5th Baronet),,,,,,,,,,,,,,,,,,,,,,
Evelyn Underhill,T. S. Eliot,William Butler Yeats,,,,,,,,,,,,,,,,,,,,,,
George Borrow,Theodore Watts-Dunton,,,,,,,,,,,,,,,,,,,,,,,
Thomas De Quincey,Thomas Carlyle,John Clare,Samuel Taylor Coleridge,Sara Coleridge,Thomas Hood,Charles Lamb,Mary Russell Mitford,Robert Southey,William Wordsworth,,,,,,,,,,,,,,,
Horace Walpole (4th earl of Orford),Thomas Gray,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Mew,Thomas Hardy,Alice Meynell,,,,,,,,,,,,,,,,,,,,,,
George Gissing,Thomas Hardy,George Meredith,H. G. Wells,,,,,,,,,,,,,,,,,,,,,
John Cowper Powys,Thomas Hardy,William Butler Yeats,,,,,,,,,,,,,,,,,,,,,,
Charles Kingsley,Thomas Hughes,Henry Kingsley,,,,,,,,,,,,,,,,,,,,,,
George Darley,Thomas Lovell Beddoes,John Clare,Allan Cunningham,Charles Lamb,Mary Russell Mitford,,,,,,,,,,,,,,,,,,,
Sheridan Le Fanu,Thomas Osborne Davis,Edward George Earle Bulwer-Lytton (1st Baron Lytton of Knebworth),Richard Brinsley Butler Sheridan,,,,,,,,,,,,,,,,,,,,,
Wyndham Lewis,W.H. Auden,Arnold Bennett,Laurence Binyon,T. S. Eliot,Ford Madox Ford,T. E. Hulme,James Joyce,Katherine Mansfield,Sir Stephen Spender,Arthur Symons,Dylan Thomas,H. G. Wells,Dame Rebecca West,William Butler Yeats,,,,,,,,,,
Sir Osbert Sitwell (5th Baronet),W.H. Auden,Arnold Bennett,William Henry Davies,Aldous Huxley,Sir Herbert Read,Dame Edith Sitwell,Stevie Smith,Sir Stephen Spender,Virginia Woolf,,,,,,,,,,,,,,,
Dame Edith Sitwell,W.H. Auden,Arnold Bennett,William Henry Davies,T. S. Eliot,Ian Fleming,Robert Graves,Aldous Huxley,Siegfried Sassoon,Sir Osbert Sitwell (5th Baronet),Dylan Thomas,Virginia Woolf,William Butler Yeats,,,,,,,,,,,,
Rex Ernest Warner,W.H. Auden,C. Day-Lewis,Lawrence Durrell,John Lehmann,,,,,,,,,,,,,,,,,,,,
Sir Stephen Spender,W.H. Auden,C. Day-Lewis,T. S. Eliot,Rosamond Nina Lehmann,Wyndham Lewis,Louis MacNeice,Sir Osbert Sitwell (5th Baronet),Sylvia Townsend Warner,,,,,,,,,,,,,,,,
C. Day-Lewis,W.H. Auden,Edmund Charles Blunden,Laurie Lee,Rosamond Nina Lehmann,Louis MacNeice,Siegfried Sassoon,Sir Stephen Spender,Rex Ernest Warner,,,,,,,,,,,,,,,,
Rosamond Nina Lehmann,W.H. Auden,Elizabeth Bowen,C. Day-Lewis,E. M. Forster,John Lehmann,Dame Rose Macaulay,Sir Stephen Spender,Elizabeth Taylor,Virginia Woolf,,,,,,,,,,,,,,,
John Lehmann,W.H. Auden,Roy Fuller,Laurie Lee,Rosamond Nina Lehmann,Louis MacNeice,George Orwell,Rex Ernest Warner,Virginia Woolf,,,,,,,,,,,,,,,,
Louis MacNeice,W.H. Auden,Sir John Betjeman,C. Day-Lewis,T. S. Eliot,Sir William Empson,John Lehmann,Olivia Manning,Sir Stephen Spender,Dylan Thomas,,,,,,,,,,,,,,,
Sir John Betjeman,W.H. Auden,Sir Noël Coward,T. S. Eliot,C. S. Lewis,Louis MacNeice,,,,,,,,,,,,,,,,,,,
David Jones,W.H. Auden,T. S. Eliot,Vernon Phillips Watkins,,,,,,,,,,,,,,,,,,,,,
John Keble,Walter Pater,Charlotte M. Yonge,,,,,,,,,,,,,,,,,,,,,,
William Henry Davies,Walter de la Mare,Aldous Huxley,John Masefield,George Bernard Shaw,Dame Edith Sitwell,Sir Osbert Sitwell (5th Baronet),Edward Thomas,,,,,,,,,,,,,,,,,
Forrest Reid,Walter de la Mare,E. M. Forster,,,,,,,,,,,,,,,,,,,,,,
Augusta (Lady Gregory),Wilfrid Scawen Blunt,Edward Martyn,George Moore,James Stephens,John Millington Synge,William Butler Yeats,,,,,,,,,,,,,,,,,,
Sir Winston Churchill,Wilfrid Scawen Blunt,Rupert Brooke,J. B. Priestley,,,,,,,,,,,,,,,,,,,,,
George Bernard Shaw,William Archer,John Davidson,William Henry Davies,Jack Thomas Grein,William Ernest Henley,Sir Arthur Wing Pinero,R. C. Sherriff,H. G. Wells,William Butler Yeats,,,,,,,,,,,,,,,
Sir Edmund Gosse,William Archer,Thomas Lovell Beddoes,Sir Max Beerbohm,Charles Montagu Doughty,Edward FitzGerald,George Moore,Walter Pater,Coventry Kersey Dighton Patmore,Siegfried Sassoon,Robert Louis Stevenson,Arthur Symons,,,,,,,,,,,,,
Thomas Hardy,William Barnes,Edward FitzGerald,Ford Madox Ford,E. M. Forster,George Gissing,William Ernest Henley,George Meredith,Charlotte Mew,John Cowper Powys,Siegfried Sassoon,,,,,,,,,,,,,,
Gerard Manley Hopkins,William Barnes,Robert Bridges,Walter Pater,Coventry Kersey Dighton Patmore,,,,,,,,,,,,,,,,,,,,
Alfred Tennyson  (1st Baron Tennyson),William Barnes,Sir Walter Besant,Robert Browning,Thomas Carlyle,Lewis Carroll,Hartley Coleridge,Edward FitzGerald,Arthur Henry Hallam,Leigh Hunt,Jean Ingelow,Edward Lear,George Macdonald,Alice Meynell,William Morris,Francis Turner Palgrave,Coventry Kersey Dighton Patmore,John Addington Symonds,Theodore Watts-Dunton,Charlotte M. Yonge,,,,,
Mary Wollstonecraft,William Blake,George Gordon Byron (6th Baron Byron),Thomas Holcroft,Amelia Opie,Percy Bysshe Shelley,Helen Maria Williams,,,,,,,,,,,,,,,,,,
William Hayley,William Blake,William Cowper,Amelia Opie,Sir Walter Scott (1st Baronet),Anna Seward,Charlotte Smith,Helen Maria Williams,,,,,,,,,,,,,,,,,
John Langhorne,William Collins,,,,,,,,,,,,,,,,,,,,,,,
Thomas Warton the Younger,William Collins,Thomas Gray,Samuel Johnson,Joseph Warton,,,,,,,,,,,,,,,,,,,,
Kenneth Grahame,William Ernest Henley,Anthony Hope,,,,,,,,,,,,,,,,,,,,,,
Leigh Hunt,William Harrison Ainsworth,Alfred Tennyson  (1st Baron Tennyson),Elizabeth Barrett Browning,Robert Browning,George Gordon Byron (6th Baron Byron),Thomas Carlyle,Charles Dickens,William Hazlitt,John Keats,Charles Lamb,George Henry Lewes,Thomas Moore,Thomas Love Peacock,Dante Gabriel Rossetti,Percy Bysshe Shelley,William Wordsworth,,,,,,,,
Charles Dickens,William Harrison Ainsworth,Marguerite Gardiner (Countess of Blessington),Thomas Carlyle,Wilkie Collins,Elizabeth Cleghorn Gaskell,Thomas Hood,Leigh Hunt,Douglas William Jerrold,George Henry Lewes,George Macdonald,Harriet Martineau,Alice Meynell,Thomas Love Peacock,,,,,,,,,,,
Charles Lamb,William Harrison Ainsworth,Robert Bloomfield,Thomas Carlyle,John Clare,Hartley Coleridge,Samuel Taylor Coleridge,Allan Cunningham,George Darley,Thomas De Quincey,William Gifford,William Hazlitt,Thomas Hood,Leigh Hunt,John Keats,Charles Robert Maturin,Mary Russell Mitford,Coventry Kersey Dighton Patmore,Robert Southey,William Wordsworth,,,,,
Charlotte Smith,William Hayley,Helen Maria Williams,William Wordsworth,,,,,,,,,,,,,,,,,,,,,
William Blake,William Hayley,Mary Wollstonecraft,,,,,,,,,,,,,,,,,,,,,,
Thomas Holcroft,William Hazlitt,Amelia Opie,Mary Wollstonecraft,,,,,,,,,,,,,,,,,,,,,
Joseph Warton,William Lisle Bowles,William Collins,Henry Fielding,Samuel Johnson,Thomas Warton the Younger,,,,,,,,,,,,,,,,,,,
Edward Carpenter,William Morris,,,,,,,,,,,,,,,,,,,,,,,
Sir Hall Caine,William Morris,Dante Gabriel Rossetti,Bram Stoker,,,,,,,,,,,,,,,,,,,,,
T. E. Hulme,Wyndham Lewis,Isaac Rosenberg,,,,,,,,,,,,,,,,,,,,,,
Dylan Thomas,Wyndham Lewis,Louis MacNeice,Edwin Muir,Mervyn Peake,Dame Edith Sitwell,Vernon Phillips Watkins,,,,,,,,,,,,,,,,,,
